,restaurant_name,avg_rating,special_diets,price_level,cuisines,address,ZIP
606,Casa Caribena,4.5,Vegetarian Friendly,€€-€€€,"['Caribbean', 'Latin', 'Spanish', 'Cuban']","Glasergasse 15 Ecke Rotenlöwengasse, Vienna 1090 Austria",1090
607,Eissalon am Schwedenplatz,4.0,Vegan Options,€€-€€€,['Cafe'],"Franz Josefs-Kai 17, Vienna 1010 Austria",1010
608,Vier Sinne - Dinner in the Dark Wien,5.0,"Vegetarian Friendly, Vegan Options",€€-€€€,['European'],"Huttengasse 83/1, Vienna 1160 Austria",1160
609,Gasthaus Seidl,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Ungargasse 63, Vienna 1030 Austria",1030
610,Ristorante Fratelli,3.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European']","Rotenturmstrasse 11, Vienna 1010 Austria",1010
611,Le Petit Maroc,3.5,Vegetarian Friendly,€€-€€€,"['Moroccan', 'Middle Eastern']","Neubaugasse 84, Vienna 1070 Austria",1070
612,Cafe Goldegg,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['German', 'Austrian', 'Cafe', 'European', 'Central European']","Argentinierstrasse 49 Ecke Goldeggasse, Vienna 1040 Austria",1040
613,Oberlaaer Dorf-Wirt,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Liesingbachstrasse 75, Vienna 1100 Austria",1100
614,Das Augustin,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European']","Maerzstrasse 67, Vienna 1150 Austria",1150
616,Ottimo,3.5,Vegetarian Friendly,€€-€€€,"['Italian', 'European', 'Mediterranean']","Gonzagagasse 14, Vienna 1010 Austria",1010
617,Thai Isaan Kitchen,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Asian', 'Thai']","Gumpendorfer Strasse 91, Vienna 1060 Austria",1060
618,Nam Nam,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,['Indian'],"Webgasse 3, Vienna 1060 Austria",1060
619,Lucullus Catering & Restaurant,4.5,Vegetarian Friendly,€€-€€€,"['International', 'European', 'Austrian', 'Central European']","Neulinggasse 29, Vienna 1030 Austria",1030
620,China-Restaurant Sunny,4.5,Vegetarian Friendly,€€-€€€,"['Chinese', 'Asian']","Kienmayergasse 2, Vienna 1140 Austria",1140
621,Osteria Pronto da Salvo,4.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Mediterranean', 'European']","Spiegelgasse 2, Vienna 1010 Austria",1010
622,Huth Gastwirtschaft,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European']","Schellinggasse 5, Vienna 1010 Austria",1010
623,Pizzeria Il Mare,3.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European']","Zieglergasse 15, Vienna 1070 Austria",1070
624,Kulinarium 7,4.5,Vegetarian Friendly,€€€€,"['Croatian', 'Seafood', 'Mediterranean']","Sigmundsgasse 1 1070 Vienna, Vienna 1070 Austria",1070
625,Biscaya - Tapas Bar,4.5,Vegetarian Friendly,€€-€€€,['Spanish'],"Bandgasse 31, Vienna 1070 Austria",1070
626,Landia,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['European', 'Central European']","Ahornergasse 4, Vienna 1070 Austria",1070
627,Maschu Maschu,3.5,"Vegetarian Friendly, Vegan Options",€,"['Mediterranean', 'Middle Eastern', 'Israeli']","Neubaugasse 20, Vienna 1070 Austria",1070
628,RIBELLI Restaurant Vienna,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'Neapolitan', 'Campania', 'Southern-Italian', 'Mediterranean']","Lerchenfelder Strasse 1-3, Vienna 1070 Austria",1070
629,Royal Bombay Palace,5.0,Vegan Options,€€-€€€,['Indian'],"Thaliastrasse 139, Vienna 1160 Austria",1160
630,Appiano Das Gasthaus,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European']","Schottenbastei 4 1010 Vienna, Vienna 1010 Austria",1010
631,Retro Restaurant,4.5,Vegetarian Friendly,€€€€,"['European', 'Austrian', 'Seafood', 'Grill']","Vorgartenstrasse 195 Corner Ennsgasse 25, Vienna 1020 Austria",1020
632,Restaurant Pizzeria Cavaliere,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Grill']","Koellnerhofgasse 4, Vienna 1010 Austria",1010
633,Lili Hu Kg Restaurant,4.0,Vegetarian Friendly,€,"['Chinese', 'Sushi', 'Asian']","Fuchsthallergasse 14, Vienna 1090 Austria",1090
634,Backerei Offerl,4.5,Vegetarian Friendly,€€-€€€,"['Cafe', 'European']","Wollzeile 31, Vienna 1010 Austria",1010
635,Spoon,4.0,Vegetarian Friendly,€€-€€€,"['American', 'Bar', 'Cafe']","Seilerstaette 19, Vienna 1010 Austria",1010
637,Cafe Englaender,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Cafe', 'European', 'Central European']","Postgasse 2, Vienna 1010 Austria",1010
638,Restaurant Schonbrunner Stockl & Dinnertheater,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'European', 'Central European']","Schoenbrunner Strasse 309 Schloss Schoenbrunn ), Vienna 1130 Austria",1130
639,Restaurant Lebenbauer,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Fusion', 'International']","Teinfaltstrasse 3, Vienna 1010 Austria",1010
640,Makro 1,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Cafe', 'European', 'Healthy']","Fleischmarkt 16, Vienna 1010 Austria",1010
641,Pizzeria Osteria da Giovanni,4.5,"Gluten Free Options, Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Pizza', 'Tuscan']","Sigmundsgasse 14, Vienna 1070 Austria",1070
642,Gasthaus Reinthaler,4.0,Vegetarian Friendly,€€-€€€,"['German', 'Austrian', 'European', 'Central European']","Stuwerstrasse 5, Vienna 1020 Austria",1020
643,Restaurant beim Belvedere,3.5,Vegetarian Friendly,€€-€€€,"['Mediterranean', 'European', 'Greek']","Prinz-Eugen-Strasse 56 A-1040 Wien, Vienna 1040 Austria",1040
644,Zum Leupold,4.0,"Vegetarian Friendly, Gluten Free Options",€€-€€€,['Austrian'],"Schottengasse 7, Vienna 1010 Austria",1010
645,Giersterbrau,4.0,"Vegetarian Friendly, Vegan Options, Halal, Kosher, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Asian', 'Czech', 'Eastern European', 'Central European']","Gierstergasse 10 1120 Wien, Vienna 1120 Austria",1120
646,Tewa - Karmelitermarkt,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Middle Eastern', 'Israeli', 'Mediterranean', 'Healthy']","Karmelitermarkt 26, Vienna 1020 Austria",1020
647,Goji Asian Kitchen,5.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Sushi', 'Asian', 'Chinese', 'Japanese', 'Fusion', 'Japanese Fusion']","Krugerstrasse 5 Top 4, Vienna 1010 Austria",1010
648,Restaurant Waldgrill Cobenzl,2.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Cobenzl 96 1190, Wien, Vienna 1190 Austria",1190
649,Magdalenenhof,3.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Senderstrasse 355, Vienna 1210 Austria",1210
650,Patara Restaurant,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€€€,"['Asian', 'Thai']","Petersplatz 1, Vienna 1010 Austria",1010
651,Gastwirtschaft Zum Nussgart'l,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Vorgartenstrasse 80, Vienna 1200 Austria",1200
652,Gasthaus Mehler,4.5,Vegetarian Friendly,€,"['Austrian', 'Central European', 'European']","Handelskai 338 eingener Parkplatz über Marathonweg, Vienna 1020 Austria",1020
653,Restaurant Waldtzeile,3.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Speisinger Strasse 2 1130 Vienna, Vienna 1130 Austria",1130
654,Albertgasse 39,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Bar', 'European']","Albertgasse 39, Vienna 1080 Austria",1080
655,Tibet Restaurant,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Tibetan', 'Asian']","Waehringer Guertel102, Vienna 1180 Austria",1180
656,Wiener Grill Haus,5.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Grill', 'Barbecue', 'Central European']","Hadikgasse 40 Our restaurant is located close to the metro near by Shonbrunner Castle., Vienna 1140 Austria",1140
657,Cafe Hummel,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Cafe', 'European', 'Central European']","Josefstaedter Strasse 66 A-1080, Vienna 1080 Austria",1080
658,La Delizia,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European']","Florianigasse 19, Vienna 1080 Austria",1080
659,Schwabl Wirt,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Erdbergstraße 111, Vienna 1030 Austria",1030
660,Gasthaus Sagmeister,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Schimmelgasse 11, Vienna 1030 Austria",1030
661,Steax am Heumarkt,4.5,Vegetarian Friendly,€€€€,"['American', 'Steakhouse', 'Austrian', 'International']","Am Heumarkt 3/1, Vienna 1030 Austria",1030
662,Robert's Alt Sievering,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Sieveringer Strasse 63, Vienna 1190 Austria",1190
663,Space Burger,4.0,Vegetarian Friendly,€€-€€€,"['American', 'Fast food']","Hoher Markt 8-9, Vienna 1010 Austria",1010
664,Wambacher,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,['Austrian'],"Lainzer Strasse 123, Vienna 1130 Austria",1130
665,Centimeter VI in Gersthof,3.5,Vegetarian Friendly,€,"['European', 'Austrian', 'Bar', 'Cafe', 'Pub', 'Gastropub']","Gersthofer Strasse 51 Gersthof, Vienna 1180 Austria",1180
666,The Long Hall,4.5,Vegetarian Friendly,€€-€€€,"['Bar', 'European', 'Pub', 'International', 'Gastropub']","Florianigasse 2, Vienna 1080 Austria",1080
667,Hopfen & Malz,4.0,Vegetarian Friendly,€,"['Austrian', 'European']","Kaiser-Ebersdorfer Strasse 277, Vienna 1110 Austria",1110
668,Comida y Ron,4.0,Vegetarian Friendly,€€-€€€,"['Spanish', 'Fusion', 'Caribbean', 'Latin', 'Dining bars']","Stubenring 20, Vienna 1010 Austria",1010
669,May Lee,4.0,Vegetarian Friendly,€,"['Chinese', 'Asian']","Wiedner Hauptstrasse 37, Vienna 1040 Austria",1040
670,Venezia,3.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'European']","Kaerntner Strasse 10, Vienna 1010 Austria",1010
671,Petz Im Gusshaus,3.5,Vegetarian Friendly,€€-€€€,"['European', 'Austrian', 'Central European']","Gusshausstrasse 23 1040 Vienna, Vienna 1040 Austria",1040
672,Cafe Eiles,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Cafe']","Josefstadter Strasse 2, Vienna 1080 Austria",1080
673,Zum Alten Beisl,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Rotenhofgasse 4, Vienna 1100 Austria",1100
674,Wienerwald,3.0,Vegetarian Friendly,€€-€€€,"['German', 'Austrian', 'European', 'Central European']","Goldschmiedgasse 6, Vienna 1010 Austria",1010
675,Tarragona,3.5,Vegetarian Friendly,€€-€€€,"['European', 'Central European']","Wagramer Strasse 21, Vienna 1220 Austria",1220
676,Keiner Stuben,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Erdbergstrasse 78-80, Vienna 1030 Austria",1030
677,Duran Sandwiches,4.0,"Vegetarian Friendly, Vegan Options",€,"['Austrian', 'German', 'International', 'European', 'Gastropub']","Mariahilfer Strasse 91, Vienna 1060 Austria",1060
678,Weinhaus Sittl,4.5,Vegetarian Friendly,€,"['Austrian', 'European', 'Contemporary', 'Gastropub']","Lerchenfelder Guertel 51, Vienna 1160 Austria",1160
679,italic,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Pizza', 'European', 'Mediterranean']","Johannesgasse 2, Vienna 1010 Austria",1010
680,Corns n pops,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['European', 'Healthy', 'Central European']","Gumpendorfer Strasse 37, Vienna 1060 Austria",1060
681,Da Michele,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'European', 'Mediterranean']","Kirchengasse 39, Vienna 1070 Austria",1070
682,Haas Beisl,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Margaretenstrasse 74, Vienna 1050 Austria",1050
683,Fuhrgassl-Huber,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Wine Bar']","Neustift am Walde 68 Döbling, Vienna 1190 Austria",1190
684,Cafe Central,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['German', 'Austrian', 'Cafe', 'European', 'Soups', 'Central European', 'International']","Herrengasse 14 Corner Herrengasse / Stauchgasse, Vienna 1010 Austria",1010
685,Bangkok-Vienna,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Asian', 'Thai']","Joanelligasse 8, Vienna 1060 Austria",1060
686,Restaurant Koenig von Ungarn,3.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Schulerstrasse 10, Vienna 1010 Austria",1010
687,Stoeckl im Park,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Brew Pub', 'International', 'European', 'Beer restaurants']","Prinz-Eugen-Strasse 25, Vienna 1030 Austria",1030
688,Cafe Votiv,4.0,"Vegetarian Friendly, Vegan Options",€,"['German', 'Austrian', 'Cafe', 'European', 'Central European']","Reichsratsstrasse 17, Vienna 1010 Austria",1010
689,El Pulpo,3.5,Vegetarian Friendly,€€-€€€,"['Seafood', 'European', 'Spanish', 'Mediterranean']","Hafnersteig 6, Vienna 1010 Austria",1010
690,Gasthaus Woracziczky,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Spengergasse 52 1050 Wien, Vienna 1050 Austria",1050
691,RESTAURANT zur WILDen SCHIMANSZKY,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,['Austrian'],"Biberstrasse 2 1010 Wien, Vienna 1010 Austria",1010
692,Aux Gazelles,3.5,Vegetarian Friendly,€€-€€€,"['Moroccan', 'Middle Eastern']","Rahlgasse 5 1060 Vienna, Vienna 1060 Austria",1060
693,Cafe Dommayer,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Cafe', 'European', 'Central European']","Dommayergasse 1, Vienna 1130 Austria",1130
694,Akakiko,4.0,Vegetarian Friendly,€€-€€€,"['Japanese', 'Sushi', 'Asian']","Favoritenstrasse 78, Vienna 1100 Austria",1100
695,Gigerl - der Stadtheurige,4.0,Vegetarian Friendly,€€-€€€,"['German', 'Austrian', 'European', 'Central European']","Rauhensteingasse 3, Vienna 1010 Austria",1010
696,Restaurant Brandl,4.0,Vegetarian Friendly,€€-€€€,"['German', 'Austrian', 'European', 'Gastropub', 'Central European']","Cobenzlgasse 17 Grinzing, Vienna 1190 Austria",1190
697,Gasthaus Moeslinger,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'European', 'Central European', 'Healthy', 'Gastropub']","Stuwerstrasse 14, Vienna 1020 Austria",1020
698,Das Columbus,4.0,Vegetarian Friendly,€€-€€€,"['Bar', 'European', 'Central European', 'Austrian', 'Gastropub']","Favoritenstrasse 86/1, Vienna 1100 Austria",1100
699,Restaurant & Bar Sababa,4.0,"Vegetarian Friendly, Vegan Options, Halal",€,['Middle Eastern'],"Rotenturmstrasse 19, Vienna 1010 Austria",1010
700,Cafe Imperial Wien,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€€€,"['Austrian', 'Cafe', 'European', 'Central European', 'Contemporary']","Kaerntner Ring 16 1015 Vienna, Vienna 1010 Austria",1010
701,Café Ritter Ottakring,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'European', 'Cafe', 'Contemporary']","Ottakringer Strasse 117 1160 Vienna, Vienna 1160 Austria",1160
702,Wunderkammer Drinking & Dining,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'International', 'Central European']","Ullmannstrasse 71 Renaissance Wien Hotel, Vienna 1150 Austria",1150
703,Arsenal,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European', 'International']","Ungargasse 60 Imperial Riding School Renaissance Vienna Hotel, Vienna 1030 Austria",1030
704,Aurelius,4.5,"Vegetarian Friendly, Gluten Free Options",€€€€,"['Seafood', 'Mediterranean', 'European']","Marc-Aurel-Strasse 8, Vienna 1010 Austria",1010
705,Gastwirtschaft Schilling,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European', 'Gastropub']","Burggasse 103, Vienna 1070 Austria",1070
706,MARIO Pasta-Grill-Bar,3.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Italian', 'Mediterranean', 'European']","Lainzer Strasse 2, Vienna 1130 Austria",1130
707,Badeschiff Wien,3.5,Vegetarian Friendly,€€-€€€,['International'],"Donaukanallande zwischen Schwedenplatz und Urania Franz Josephs Kai 4, Vienna 1010 Austria",1010
708,Nemtoi,3.5,Vegetarian Friendly,€€-€€€,['European'],"Auerspergstrasse 9 Hotel Levante, Vienna 1080 Austria",1080
709,Vapiano,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,['Italian'],"Praterstrasse 24-26, Vienna 1020 Austria",1020
710,Asia Paradies,4.0,Vegetarian Friendly,€€-€€€,"['Asian', 'Chinese']","Gaertnergasse 9, Vienna 1030 Austria",1030
711,Amon's Gastwirtschaft,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Central European']","Schlachthausgasse 13 1030 Wien, Vienna 1030 Austria",1030
712,Freshii,3.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Fast food', 'International']","Herrengasse 5, Vienna 1010 Austria",1010
713,The Breakfast Club,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Cafe', 'International', 'European', 'Contemporary']","Schleifmuehlgasse 12, Vienna 1040 Austria",1040
714,Hauserl am Roan,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Am Dreimarkstein An Der Wiener Hoehenstrasse, Vienna 1190 Austria",1190
715,That's Amore,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Neapolitan', 'Campania', 'Southern-Italian']","Messenhausergasse 13 1030 Vienna, Vienna 1030 Austria",1030
716,Am Nordpol 3,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Czech', 'Eastern European', 'Central European']","Nordwestbahnstrasse 17, Vienna 1020 Austria",1020
717,Hanoi,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Asian', 'Vietnamese', 'Soups']","Mariahilfer Strasse 168, Vienna 1150 Austria",1150
718,Trattoria Margareta,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'European']","Margaretenplatz 2, Vienna 1050 Austria",1050
719,Koo Sushi,3.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Japanese', 'Sushi', 'Asian']","Wiedner Hauptstrasse 66, Vienna 1040 Austria",1040
720,Il Tempo,2.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'European']","Wallnerstrasse 2, Vienna 1010 Austria",1010
721,Zu den 3 Buchteln,4.5,Vegetarian Friendly,€€-€€€,"['European', 'Austrian', 'Czech']","Wehrgasse 9, Vienna 1050 Austria",1050
722,Tinto Rosso,4.5,Vegetarian Friendly,€€-€€€,"['Wine Bar', 'Italian', 'Austrian', 'European']","Dr.-Karl-Lueger-Platz 4b, Vienna 1010 Austria",1010
723,Chilinos,3.0,Vegetarian Friendly,€€-€€€,['Mexican'],"Hutteldorfer Strasse / Ecke Marzpark - Halle F, Vienna 1150 Austria",1150
